year,month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,tailnum,flight,origin,dest,air_time,distance,hour,minute
2013,5,12,1244,-6,1405,-3,EV,N15980,4160,EWR,BNA,126,748,12,44
2013,10,9,1758,-2,1900,-16,B6,N183JB,1407,JFK,IAD,44,228,17,58
2013,4,2,1953,24,2213,16,EV,N722EV,5181,EWR,ATL,113,746,19,53
2013,10,2,1518,1,1834,0,B6,N554JB,1729,JFK,RSW,151,1074,15,18
2013,8,28,1234,8,1435,13,EV,N22971,3848,EWR,CLT,78,529,12,34
2013,9,16,1800,0,1929,9,WN,N437WN,441,EWR,MDW,103,711,18,0
2013,10,1,606,-4,719,-5,EV,N15986,6177,EWR,IAD,46,212,6,6
2013,2,18,1426,41,1536,16,WN,N789SW,2963,LGA,MDW,111,725,14,26
2013,6,27,1814,45,2156,57,UA,N78509,1141,EWR,SFO,334,2565,18,14
2013,9,26,2330,121,28,109,EV,N11121,4509,EWR,PWM,45,284,23,30
2013,8,4,716,-14,1020,-25,VX,N845VA,183,EWR,SFO,349,2565,7,16
2013,2,17,655,-5,1018,-27,DL,N710TW,1865,JFK,SFO,373,2586,6,55
2013,5,17,1851,-8,2044,-50,9E,N920XJ,3403,JFK,MCI,149,1113,18,51
2013,6,9,2051,-4,2208,-7,MQ,N522MQ,3744,EWR,ORD,109,719,20,51
2013,2,15,1653,4,2027,19,UA,N37408,80,EWR,MIA,177,1085,16,53
2013,1,14,1631,1,1954,-26,VX,N855VA,27,JFK,SFO,356,2586,16,31
2013,10,1,1119,-6,1353,-32,UA,N560UA,703,JFK,LAX,304,2475,11,19
2013,8,29,910,-5,1214,-17,DL,N973DL,2379,LGA,FLL,138,1076,9,10
2013,2,13,748,107,857,92,EV,N13133,4252,EWR,MKE,112,725,7,48
2013,3,19,556,-9,829,12,EV,N12136,4150,EWR,CVG,113,569,5,56
2013,12,15,2026,176,2342,167,AA,N345AA,2351,JFK,MIA,167,1089,20,26
2013,3,3,822,0,1054,-30,UA,N581UA,722,EWR,MCO,126,937,8,22
2013,10,1,1345,-15,1432,-34,B6,N247JB,2480,EWR,BOS,35,200,13,45
2013,5,15,1356,-3,1600,-31,DL,N351NB,2043,JFK,ATL,103,760,13,56
2013,3,7,551,-9,934,9,UA,N532UA,303,JFK,SFO,375,2586,5,51
2013,9,25,923,-7,1120,-19,EV,N720EV,5483,LGA,MEM,124,963,9,23
2013,4,21,1629,-3,2023,5,UA,N39415,1284,EWR,SFO,371,2565,16,29
2013,4,21,1955,-5,2201,-17,EV,N17159,4642,EWR,OMA,160,1134,19,55
2013,8,4,738,3,1028,23,AA,N3FMAA,1949,JFK,LAS,319,2248,7,38
2013,6,6,1912,12,2145,-2,DL,N16065,73,JFK,ATL,111,760,19,12
2013,12,14,1728,3,2103,35,UA,N435UA,493,EWR,IAH,221,1400,17,28
2013,1,17,2044,-1,2258,-12,B6,N307JB,115,JFK,MSY,175,1182,20,44
2013,1,31,1825,20,2038,43,MQ,N508MQ,4626,LGA,CMH,85,479,18,25
2013,12,9,827,-3,1117,11,F9,N210FR,509,LGA,DEN,257,1620,8,27
2013,12,29,1618,48,1829,30,UA,N69806,1126,EWR,DEN,225,1605,16,18
2013,4,26,2128,88,2356,114,EV,N14125,4622,EWR,GRR,98,605,21,28
2013,10,21,1024,-1,1259,1,DL,N375DA,1529,JFK,LAS,302,2248,10,24
2013,3,1,1946,28,2301,46,UA,N473UA,999,EWR,PBI,168,1023,19,46
2013,1,26,1328,3,1804,-6,B6,N593JB,705,JFK,SJU,194,1598,13,28
2013,2,27,2120,51,2208,28,9E,N8488D,3609,JFK,PHL,27,94,21,20
2013,3,11,1818,128,1952,114,9E,N936XJ,3437,JFK,MKE,121,745,18,18
2013,10,30,1024,-6,1259,-25,B6,N592JB,925,JFK,TPA,137,1005,10,24
2013,2,16,820,-2,947,-5,EV,N16999,4422,EWR,PIT,59,319,8,20
2013,10,10,1648,-2,1900,0,US,N658AW,516,EWR,PHX,289,2133,16,48
2013,7,26,2016,37,2345,55,UA,N495UA,215,EWR,SEA,341,2402,20,16
2013,10,1,756,-9,928,-32,EV,N748EV,5242,LGA,GSO,61,461,7,56
2013,2,4,749,-6,1006,-6,9E,N8971A,4023,EWR,CVG,113,569,7,49
2013,8,24,1938,3,2213,-43,DL,N633DL,87,JFK,SLC,249,1990,19,38
2013,10,18,1553,-7,1728,-11,UA,N833UA,689,LGA,ORD,122,733,15,53
2013,6,7,802,-3,1106,4,DL,N908DE,1109,LGA,TPA,148,1010,8,2
2013,7,8,1732,23,2034,40,B6,N565JB,327,EWR,MCO,138,937,17,32
2013,8,10,759,-1,1144,-16,AA,N5EYAA,655,JFK,STT,201,1623,7,59
2013,5,9,1932,7,2048,-17,WN,N796SW,3135,LGA,MKE,117,738,19,32
2013,8,3,2031,62,2219,26,9E,N916XJ,3285,JFK,MSY,154,1182,20,31
2013,3,15,1852,-5,2120,-37,DL,N384DA,2159,JFK,MCO,119,944,18,52
2013,3,5,1758,-2,2028,-7,DL,N641DL,1047,LGA,ATL,115,762,17,58
2013,4,20,913,-1,1212,12,B6,N536JB,883,JFK,MCO,147,944,9,13
2013,12,14,755,-5,1100,24,DL,N610DL,2047,LGA,ATL,136,762,7,55
2013,7,17,1723,15,1849,12,EV,N16987,5824,EWR,ORF,50,284,17,23
2013,3,18,1543,8,1652,2,WN,N797MX,142,EWR,MDW,113,711,15,43
2013,11,13,854,-6,1017,-18,UA,N578UA,685,LGA,ORD,105,733,8,54
2013,6,2,1733,78,1931,54,DL,N314NB,95,JFK,DTW,82,509,17,33
2013,1,19,1435,6,1552,5,EV,N836AS,5712,JFK,IAD,45,228,14,35
2013,11,8,2037,37,2343,28,DL,N3741S,2065,JFK,FLL,151,1069,20,37
2013,8,21,1011,-1,1111,-26,UA,N586UA,775,EWR,ORD,102,719,10,11
2013,11,18,701,31,849,44,AA,N492AA,303,LGA,ORD,133,733,7,1
2013,7,26,1830,30,2202,32,B6,N705JB,415,JFK,SFO,349,2586,18,30
2013,12,5,2005,35,2147,11,9E,N819AY,2960,JFK,CLE,75,425,20,5
2013,1,21,653,-7,833,-17,AA,N579AA,305,LGA,ORD,132,733,6,53
2013,2,22,630,-5,731,-14,EV,N27152,3832,EWR,DCA,41,199,6,30
2013,12,5,637,-3,809,4,WN,N468WN,1121,LGA,MKE,127,738,6,37
2013,7,13,2023,28,2140,13,FL,N945AT,354,LGA,CAK,61,397,20,23
2013,6,21,1711,-4,1902,-50,9E,N919XJ,3310,JFK,MCI,143,1113,17,11
2013,6,2,732,-8,943,-21,B6,N368JB,611,JFK,JAX,116,828,7,32
2013,5,24,2156,177,2336,157,9E,N906XJ,3455,JFK,PIT,59,340,21,56
2013,6,30,1151,-9,1248,-21,US,N949UW,2126,LGA,BOS,39,184,11,51
2013,12,17,716,16,1031,6,VX,N624VA,399,JFK,LAX,335,2475,7,16
2013,4,27,1441,66,1700,61,EV,N712EV,4892,LGA,SAV,96,722,14,41
2013,9,5,929,-6,1154,-36,B6,N527JB,223,JFK,LAX,300,2475,9,29
2013,4,24,1957,197,2327,226,B6,N537JB,143,JFK,PBI,142,1028,19,57
2013,11,14,1200,0,1306,-8,9E,N909XJ,2902,JFK,BOS,41,187,12,0
2013,3,6,1718,88,1817,67,WN,N7730A,518,EWR,MDW,105,711,17,18
2013,7,16,1331,6,1550,5,F9,N203FR,507,LGA,DEN,197,1620,13,31
2013,3,14,2103,63,2356,56,B6,N589JB,21,JFK,TPA,141,1005,21,3
2013,12,3,1357,57,1643,63,DL,N907DE,781,LGA,ATL,118,762,13,57
2013,8,16,550,0,819,-9,UA,N76514,1400,EWR,MCO,126,937,5,50
2013,5,26,2053,-7,2312,-26,B6,N646JB,399,LGA,MCO,123,950,20,53
2013,7,7,1943,13,2308,54,UA,N448UA,790,EWR,LAS,280,2227,19,43
2013,3,4,2009,-6,2254,-26,UA,N812UA,299,EWR,DFW,200,1372,20,9
2013,8,14,727,-3,1024,-9,DL,N722TW,1771,JFK,SEA,316,2422,7,27
2013,1,16,1711,11,1827,14,US,N946UW,2136,LGA,BOS,26,184,17,11
2013,4,7,1532,-3,1755,-12,9E,N8560F,4147,JFK,IND,108,665,15,32
2013,10,16,1223,-7,1414,9,AA,N542AA,329,LGA,ORD,123,733,12,23
2013,10,7,624,-1,904,14,MQ,N521MQ,3550,LGA,ATL,113,762,6,24
2013,9,6,949,-11,1057,-23,US,N748UW,2175,LGA,DCA,43,214,9,49
2013,10,27,1557,-2,1744,-2,B6,N249JB,1105,JFK,ORD,130,740,15,57
2013,5,28,1930,-1,2251,-14,B6,N652JB,171,JFK,SMF,343,2521,19,30
2013,12,13,1625,-5,1956,-15,US,N534UW,629,JFK,PHX,304,2153,16,25
2013,4,20,947,18,1109,17,EV,N26549,4636,EWR,DCA,63,199,9,47
2013,8,23,1622,-8,1744,-16,EV,N11121,4225,EWR,ROC,45,246,16,22
2013,4,21,1500,-5,1636,6,MQ,N539MQ,3823,JFK,DCA,53,213,15,0
2013,3,9,1845,-5,2056,-19,9E,N915XJ,3443,JFK,MCI,163,1113,18,45
2013,6,23,858,-2,957,-36,UA,N853UA,544,LGA,ORD,101,733,8,58
2013,8,4,951,-4,1059,-16,MQ,N1EAMQ,3670,LGA,BNA,111,764,9,51
2013,3,18,759,-5,1013,-13,EV,N14148,4157,EWR,OMA,174,1134,7,59
2013,11,5,1635,-5,1922,-11,UA,N37253,1593,EWR,MCO,136,937,16,35
2013,3,26,1308,-2,1444,-3,EV,N14143,4681,EWR,GSO,71,445,13,8
2013,2,1,832,-3,1104,-1,MQ,N520MQ,4610,LGA,ATL,122,762,8,32
2013,4,11,1041,11,1331,-9,AA,N329AA,19,JFK,LAX,323,2475,10,41
2013,5,17,1910,30,2130,40,EV,N11150,4348,EWR,MCI,151,1092,19,10
2013,11,27,658,-2,959,-15,DL,N706TW,472,JFK,LAX,320,2475,6,58
2013,3,21,655,-5,1011,-14,UA,N557UA,347,JFK,SFO,351,2586,6,55
2013,4,19,858,-2,1134,-29,DL,N344NW,1885,LGA,MCO,128,950,8,58
2013,10,30,1856,-4,2106,-21,DL,N344NB,1715,LGA,MSY,167,1183,18,56
2013,12,18,1439,-5,1608,3,B6,N294JB,286,JFK,ROC,59,264,14,39
2013,5,30,1123,-7,1304,-23,US,N180US,1085,LGA,CLT,75,544,11,23
2013,6,4,635,-5,740,-16,EV,N27962,4533,EWR,BUF,51,282,6,35
2013,1,7,622,-3,707,-23,WN,N762SW,3127,EWR,BWI,31,169,6,22
2013,5,21,1719,200,1946,179,UA,N849UA,205,EWR,IAH,182,1400,17,19
2013,3,8,1855,-4,2025,-2,9E,N8458A,4091,JFK,BWI,32,184,18,55
2013,8,3,821,-4,1124,19,AA,N3HXAA,719,LGA,DFW,206,1389,8,21
2013,1,13,2145,100,4,120,EV,N13992,4133,EWR,GSP,98,594,21,45
2013,11,5,1427,-3,1557,-12,UA,N819UA,217,EWR,CLE,72,404,14,27
2013,12,9,1010,20,1208,53,WN,N250WN,218,LGA,MKE,136,738,10,10
2013,11,9,755,-5,1054,-17,B6,N562JB,1511,EWR,RSW,151,1068,7,55
2013,5,14,2044,-11,2156,-34,AA,N470AA,371,LGA,ORD,110,733,20,44
2013,4,21,1121,-4,1451,30,B6,N552JB,1,JFK,FLL,172,1069,11,21
2013,9,5,2025,12,2222,2,EV,N15910,4570,EWR,GRR,92,605,20,25
2013,1,20,1423,42,2043,62,UA,N77066,15,EWR,HNL,659,4963,14,23
2013,12,20,914,64,1050,60,9E,N604LR,3546,LGA,RIC,65,292,9,14
2013,8,22,1216,61,1344,49,AA,N549AA,327,LGA,ORD,106,733,12,16
2013,5,20,1640,-5,1755,-18,B6,N306JB,1012,JFK,BOS,36,187,16,40
2013,7,30,1618,33,1804,18,EV,N14204,4576,EWR,GRR,92,605,16,18
2013,4,8,1240,-5,1330,-20,AA,N3JUAA,1850,JFK,BOS,33,187,12,40
2013,11,14,1737,12,1919,4,WN,N936WN,3069,EWR,STL,133,872,17,37
2013,11,17,1932,3,2251,-3,UA,N14230,1078,EWR,SAT,229,1569,19,32
2013,11,4,954,4,1055,-9,UA,N822UA,203,EWR,BOS,35,200,9,54
2013,4,7,1809,5,2147,2,B6,N535JB,173,JFK,SJC,368,2569,18,9
2013,1,8,1718,-7,1919,-14,EV,N15986,4301,EWR,CVG,103,569,17,18
2013,6,18,1048,108,1244,78,EV,N760EV,5109,LGA,CHS,92,641,10,48
2013,12,19,1951,16,2206,3,FL,N607AT,1346,LGA,ATL,112,762,19,51
2013,4,18,1258,-2,1408,-2,US,N967UW,2128,LGA,BOS,34,184,12,58
2013,3,15,923,-2,1032,-15,B6,N706JB,108,JFK,BUF,59,301,9,23
2013,5,14,1450,-5,1615,-23,9E,N929XJ,3318,JFK,BUF,62,301,14,50
2013,7,21,1028,-7,1142,-12,B6,N334JB,2602,JFK,BUF,55,301,10,28
2013,10,20,1536,-4,1719,-23,US,N125UW,2088,LGA,CLT,91,544,15,36
2013,2,10,1253,-4,1339,-15,EV,N12157,4368,EWR,BDL,26,116,12,53
2013,6,4,724,-1,857,-8,AA,N4YHAA,305,LGA,ORD,114,733,7,24
2013,5,18,2004,-11,42,44,B6,N779JB,649,JFK,SFO,355,2586,20,4
2013,3,19,1144,72,1326,75,EV,N16954,4662,EWR,RDU,83,416,11,44
2013,6,14,748,18,1016,-9,AA,N336AA,33,JFK,LAX,308,2475,7,48
2013,10,15,1642,-3,1915,-5,DL,N319NB,884,LGA,DEN,234,1620,16,42
2013,3,2,1611,73,1727,58,B6,N809JB,8,JFK,BUF,51,301,16,11
2013,3,30,838,-2,1011,14,EV,N29917,3836,EWR,BOS,39,200,8,38
2013,9,15,1157,97,1438,89,B6,N806JB,53,JFK,PBI,134,1028,11,57
2013,7,20,1238,-3,1455,-23,B6,N629JB,927,EWR,MCO,119,937,12,38
2013,7,7,23,187,206,162,EV,N13978,4700,EWR,CLT,85,529,0,23
2013,12,30,712,-3,855,-23,DL,N370NB,831,LGA,DTW,87,502,7,12
2013,12,12,1033,-2,1351,-14,VX,N634VA,23,JFK,SFO,351,2586,10,33
2013,5,13,1714,-1,1928,-44,DL,N3754A,503,JFK,SAN,285,2446,17,14
2013,4,11,1838,23,2105,29,9E,N903XJ,3285,JFK,DTW,97,509,18,38
2013,2,18,1335,15,1509,0,EV,N14950,3818,EWR,STL,137,872,13,35
2013,4,6,625,-4,831,-18,DL,N343NB,575,EWR,ATL,106,746,6,25
2013,6,20,656,-4,923,-17,AA,N4YTAA,2083,EWR,DFW,180,1372,6,56
2013,8,22,1810,11,2107,9,UA,N596UA,535,JFK,LAX,327,2475,18,10
2013,6,25,1941,41,2119,28,UA,N36447,1575,EWR,ORD,113,719,19,41
2013,1,30,1915,115,2227,107,AA,N630AA,1999,EWR,MIA,164,1085,19,15
2013,10,2,1553,-7,1833,-14,B6,N630JB,543,EWR,PBI,133,1023,15,53
2013,10,29,554,-6,710,-6,EV,N829AS,5716,JFK,IAD,51,228,5,54
2013,6,6,1843,-2,2134,-22,DL,N929DL,2391,JFK,TPA,144,1005,18,43
2013,3,21,910,-4,1233,23,B6,N519JB,57,JFK,PBI,144,1028,9,10
2013,7,11,1703,3,1940,-38,DL,N705TW,1163,JFK,LAX,309,2475,17,3
2013,2,23,1341,-9,1714,-1,US,N651AW,186,EWR,PHX,308,2133,13,41
2013,2,4,1042,-3,1251,1,DL,N347NB,1573,LGA,MEM,166,963,10,42
2013,1,12,1826,-3,2125,-25,UA,N839UA,662,EWR,PDX,318,2434,18,26
2013,12,18,901,16,1155,0,UA,N73275,1025,LGA,IAH,190,1416,9,1
2013,3,8,1109,39,1457,62,AA,N349AA,179,JFK,SFO,351,2586,11,9
2013,1,1,1355,40,1538,46,EV,N13958,4552,EWR,GSO,86,445,13,55
2013,7,25,626,-4,733,-14,B6,N190JB,2802,JFK,BUF,53,301,6,26
2013,2,28,1523,-2,1658,3,MQ,N515MQ,3823,JFK,DCA,51,213,15,23
2013,11,17,944,-3,1408,-22,B6,N648JB,403,JFK,SJU,179,1598,9,44
2013,5,13,748,-8,922,-9,B6,N355JB,1103,JFK,RDU,78,427,7,48
2013,10,12,1505,-5,1625,-5,MQ,N534MQ,3663,JFK,DCA,46,213,15,5
2013,12,4,715,-5,959,-29,UA,N427UA,591,LGA,IAH,203,1416,7,15
2013,5,3,1657,-3,2057,-5,B6,N527JB,703,JFK,SJU,191,1598,16,57
2013,8,21,704,-4,822,-3,UA,N436UA,675,EWR,BOS,44,200,7,4
2013,8,2,2025,-3,2236,-11,B6,N640JB,135,JFK,PHX,292,2153,20,25
2013,7,19,1917,-13,2106,15,EV,N829AS,5769,LGA,IAD,75,229,19,17
2013,6,24,917,2,1230,20,AA,N323AA,1,JFK,LAX,316,2475,9,17
2013,9,28,932,-8,1107,-38,EV,N710EV,5269,LGA,ILM,75,500,9,32
2013,7,8,1457,2,1812,-18,AA,N3JYAA,779,LGA,MIA,158,1096,14,57
2013,5,7,1717,-3,1923,-58,UA,N37434,1731,EWR,LAS,286,2227,17,17
2013,6,20,556,-9,811,-9,MQ,N506MQ,3550,LGA,ATL,113,762,5,56
2013,6,4,853,-7,1156,-29,AA,N339AA,1,JFK,LAX,323,2475,8,53
2013,5,24,655,-5,939,-11,DL,N359NW,2285,LGA,MCO,136,950,6,55
2013,8,7,1336,66,1454,62,B6,N328JB,2502,JFK,BUF,55,301,13,36
2013,8,8,653,-2,859,-7,US,N657AW,433,EWR,PHX,290,2133,6,53
2013,3,12,1147,22,1320,-7,EV,N708EV,5277,EWR,MSP,135,1008,11,47
2013,6,9,1225,-3,1350,3,B6,N267JB,66,JFK,BUF,59,301,12,25
2013,5,24,2028,-2,7,11,B6,N789JB,677,JFK,LAX,318,2475,20,28
2013,4,5,904,-6,1214,16,B6,N556JB,517,EWR,MCO,159,937,9,4
2013,11,22,1358,-1,1650,21,DL,N531US,2247,LGA,ATL,118,762,13,58
2013,7,24,805,6,1029,3,DL,N688DL,2047,LGA,ATL,104,762,8,5
2013,12,2,1923,-7,2042,-7,EV,N877AS,5769,LGA,IAD,48,229,19,23
2013,10,27,1453,-7,1744,-31,AA,N3GTAA,2297,LGA,MIA,150,1096,14,53
2013,8,28,720,-9,850,-17,EV,N13975,4125,EWR,GSO,66,445,7,20
2013,7,27,1354,-6,1452,-19,B6,N238JB,2480,EWR,BOS,41,200,13,54
2013,3,14,1753,-7,1915,2,US,N722US,2185,LGA,DCA,46,214,17,53
2013,3,28,2056,-4,2238,-8,EV,N16571,4672,EWR,STL,131,872,20,56
2013,6,7,853,-6,1129,-9,DL,N332NW,1747,LGA,ATL,111,762,8,53
2013,10,3,726,-4,1032,-13,VX,N845VA,183,EWR,SFO,346,2565,7,26
2013,11,2,1533,3,1840,-5,AA,N336AA,133,JFK,LAX,334,2475,15,33
2013,6,4,815,-5,1104,-12,DL,N306DQ,1167,JFK,TPA,138,1005,8,15
2013,10,14,901,-4,1109,-6,DL,N348NW,181,LGA,DTW,82,502,9,1
2013,3,27,1209,-1,1312,-13,WN,N726SW,3839,EWR,MDW,105,711,12,9
2013,10,28,1531,2,1659,-1,UA,N75433,1638,EWR,CLE,66,404,15,31
2013,4,17,1705,0,1910,4,US,N190UW,894,LGA,CLT,79,544,17,5
2013,1,10,1312,4,1538,-4,FL,N992AT,348,LGA,ATL,116,762,13,12
2013,1,20,1544,-1,1710,7,9E,N8423C,3635,JFK,BWI,37,184,15,44
2013,8,5,952,-8,1152,-16,EV,N16961,4495,EWR,SAV,104,708,9,52
2013,10,23,825,-1,1213,-6,B6,N608JB,403,JFK,SJU,206,1598,8,25
2013,8,18,1659,-1,1930,-48,DL,N727TW,1163,JFK,LAX,301,2475,16,59
2013,11,12,629,-1,811,7,EV,N16571,4522,EWR,BNA,134,748,6,29
2013,8,14,1241,-4,1337,-18,AA,N3KLAA,1850,JFK,BOS,36,187,12,41
2013,10,31,1024,-6,1328,-27,VX,N642VA,187,EWR,SFO,345,2565,10,24
2013,2,10,746,1,1211,-23,UA,N75858,1481,EWR,SJU,181,1608,7,46
2013,7,19,1515,15,1617,5,US,N944UW,2132,LGA,BOS,41,184,15,15
2013,11,21,1830,0,2220,14,UA,N589UA,389,JFK,SFO,373,2586,18,30
2013,8,6,1755,19,2055,7,UA,N37420,1266,EWR,LAX,318,2454,17,55
2013,2,18,1612,12,1834,-16,DL,N380DA,920,JFK,DEN,235,1626,16,12
2013,3,6,752,-7,1021,-45,UA,N429UA,288,EWR,DFW,187,1372,7,52
2013,8,17,632,-6,831,-39,UA,N468UA,373,EWR,LAS,280,2227,6,32
2013,3,15,1530,90,1746,75,B6,N796JB,615,JFK,JAX,107,828,15,30
2013,12,2,959,-6,1158,-14,US,N705UW,1711,LGA,CLT,85,544,9,59
2013,4,9,1827,-3,2114,14,UA,N78506,1523,EWR,DEN,246,1605,18,27
2013,7,8,1355,1,1450,-20,B6,N324JB,118,JFK,BOS,33,187,13,55
2013,3,26,910,-8,1002,-23,B6,N595JB,1004,JFK,BOS,36,187,9,10
2013,10,31,1445,-1,1727,-26,B6,N804JB,325,JFK,TPA,140,1005,14,45
2013,12,4,755,1,937,-7,EV,N13958,4548,EWR,RDU,67,416,7,55
2013,1,13,1102,2,1416,-23,UA,N76526,1120,EWR,SFO,351,2565,11,2
2013,1,22,1822,3,2139,1,UA,N836UA,593,EWR,SNA,347,2434,18,22
2013,11,24,740,-5,1029,-11,MQ,N525MQ,3066,JFK,TPA,151,1005,7,40
2013,3,25,628,-2,900,29,US,N562UW,1507,EWR,CLT,92,529,6,28
2013,10,7,1435,6,1836,55,UA,N34131,1296,EWR,SFO,339,2565,14,35
2013,2,21,1425,-10,1731,-13,B6,N279JB,347,JFK,SRQ,156,1041,14,25
2013,3,23,1707,61,1953,87,UA,N78501,1167,EWR,DEN,250,1605,17,7
2013,12,30,934,-11,1247,-13,AA,N3DUAA,1160,LGA,MIA,167,1096,9,34
2013,9,29,906,-6,1142,-51,DL,N314NB,874,LGA,MIA,135,1096,9,6
2013,12,19,1130,-5,1327,-8,DL,N324NB,780,EWR,MSP,162,1008,11,30
2013,1,3,1958,23,2215,30,9E,N8976E,3899,JFK,CLE,73,425,19,58
2013,4,27,1141,-3,1402,4,DL,N344NB,401,EWR,ATL,109,746,11,41
2013,12,2,1447,-1,1742,-15,UA,N14704,1186,EWR,MIA,157,1085,14,47
2013,10,29,1758,-1,2112,10,UA,N588UA,535,JFK,LAX,354,2475,17,58
2013,11,15,1413,9,1705,2,UA,N75425,1232,EWR,IAH,214,1400,14,13
2013,9,1,1209,-6,1351,-14,MQ,N527MQ,3616,LGA,MSP,138,1020,12,9
2013,3,10,1135,1,1417,-15,UA,N53441,1027,EWR,TPA,136,997,11,35
2013,1,4,2030,0,2248,-10,B6,N294JB,115,JFK,MSY,179,1182,20,30
2013,11,14,1717,97,1847,92,UA,N845UA,332,EWR,CLE,68,404,17,17
2013,8,21,733,-7,909,-5,EV,N14953,4125,EWR,GSO,67,445,7,33
2013,6,17,1543,-2,1740,30,MQ,N514MQ,3694,EWR,ORD,114,719,15,43
2013,7,3,821,-9,1001,-24,MQ,N515MQ,3407,LGA,CMH,69,479,8,21
2013,7,13,854,29,1051,34,US,N543UW,1831,JFK,CLT,89,541,8,54
2013,3,15,1805,-5,1901,-42,9E,N8751D,4277,JFK,ORF,45,290,18,5
2013,12,30,1520,51,1824,89,B6,N274JB,575,JFK,MSY,213,1182,15,20
2013,12,5,1701,73,1911,44,DL,N355NW,1705,LGA,MSY,170,1183,17,1
2013,12,7,1832,-3,2137,-22,DL,N722TW,442,JFK,SEA,345,2422,18,32
2013,12,24,1545,20,1630,3,EV,N13989,4133,EWR,PVD,29,160,15,45
2013,9,22,1349,-6,1548,-2,MQ,N508MQ,3567,LGA,CLT,85,544,13,49
2013,2,17,815,15,1021,-3,UA,N578UA,369,LGA,DEN,225,1620,8,15
2013,10,1,854,-1,1226,-25,DL,N3760C,301,JFK,SJU,191,1598,8,54
2013,1,11,1955,-5,2119,-20,UA,N17730,1574,EWR,CLE,65,404,19,55
2013,12,6,557,-3,801,6,DL,N335NB,731,LGA,DTW,93,502,5,57
2013,3,1,557,-3,837,-33,AA,N3AMAA,707,LGA,DFW,196,1389,5,57
2013,7,5,750,-10,852,-17,B6,N307JB,1491,JFK,ACK,40,199,7,50
2013,12,9,603,3,803,18,AA,N3DYAA,301,LGA,ORD,143,733,6,3
2013,5,2,1548,19,1744,-9,UA,N76529,1023,EWR,DEN,207,1605,15,48
2013,11,21,1143,-2,1332,7,AA,N564AA,327,LGA,ORD,123,733,11,43
2013,11,12,1648,-12,1845,3,UA,N822UA,689,LGA,ORD,109,733,16,48
2013,1,27,907,2,1110,-5,MQ,N739MQ,4478,LGA,DTW,103,502,9,7
2013,9,25,1953,-7,2101,-19,US,N742PS,2195,LGA,DCA,47,214,19,53
2013,10,3,1755,-5,1902,-14,B6,N193JB,1407,JFK,IAD,46,228,17,55
2013,8,18,805,0,930,-20,9E,N833AY,3611,JFK,PIT,63,340,8,5
2013,8,27,2335,215,201,171,DL,N968DL,2391,JFK,TPA,119,1005,23,35
2013,8,20,1735,10,2039,-6,AA,N5FGAA,221,JFK,MIA,148,1089,17,35
2013,9,23,1715,15,2036,9,UA,N598UA,512,JFK,SFO,339,2586,17,15
2013,8,13,1825,-2,2110,37,US,N546UW,425,JFK,CLT,104,541,18,25
2013,11,2,635,6,805,1,EV,N14950,4348,EWR,CLE,68,404,6,35
2013,1,28,1921,-4,2232,-15,DL,N979DL,2139,LGA,MIA,158,1096,19,21
2013,7,19,1528,-2,1834,-16,DL,N197DN,95,JFK,LAX,303,2475,15,28
2013,11,26,1631,1,1942,-5,DL,N37700,1394,JFK,PDX,336,2454,16,31
2013,3,10,1959,6,2303,-22,UA,N17126,1539,EWR,SFO,327,2565,19,59
2013,3,25,858,-7,1058,-17,MQ,N717MQ,4478,LGA,DTW,86,502,8,58
2013,5,1,1758,63,2029,19,AA,N576AA,773,LGA,DFW,179,1389,17,58
2013,3,22,1221,-9,1410,-17,EV,N13970,4640,EWR,DAY,87,533,12,21
2013,9,8,1824,4,2042,-42,B6,N579JB,1013,JFK,LGB,300,2465,18,24
2013,2,6,643,-3,926,21,UA,N37408,1609,EWR,DEN,233,1605,6,43
2013,8,5,1842,27,2004,19,WN,N713SW,2603,LGA,BNA,111,764,18,42
2013,1,20,823,-5,1100,-5,B6,N198JB,611,JFK,JAX,128,828,8,23
2013,10,24,1636,7,1950,17,B6,N630JB,1161,LGA,PBI,164,1035,16,36
2013,10,30,1656,-3,1842,2,UA,N836UA,708,EWR,ORD,120,719,16,56
2013,9,22,950,124,1155,132,B6,N283JB,1273,JFK,CHS,99,636,9,50
2013,3,4,2025,52,2239,38,EV,N23139,4509,EWR,MSY,174,1167,20,25
2013,4,3,1754,-6,2023,-12,DL,N900PC,1047,LGA,ATL,123,762,17,54
2013,7,7,559,-1,743,-8,EV,N136EV,5068,EWR,DTW,80,488,5,59
2013,1,5,1356,76,1707,72,AA,N5EHAA,2041,JFK,MIA,156,1089,13,56
2013,7,11,1708,-3,2009,-30,B6,N570JB,167,JFK,OAK,329,2576,17,8
2013,10,16,1557,-2,1858,-8,UA,N444UA,375,EWR,SEA,320,2402,15,57
2013,1,17,1556,1,2055,-1,B6,N564JB,703,JFK,SJU,212,1598,15,56
2013,5,24,1601,61,1709,47,US,N769US,2179,LGA,DCA,47,214,16,1
2013,7,26,1558,-1,1703,-27,B6,N184JB,1734,JFK,BTV,47,266,15,58
2013,1,13,1453,24,1558,11,EV,N834AS,5712,JFK,IAD,46,228,14,53
2013,11,14,1004,4,1255,-16,UA,N33289,1257,LGA,IAH,196,1416,10,4
